S.No.,Pin Code,City Name,State,Country,Is Active
2402,227115,Lucknow,Uttar Pradesh,India,TRUE
2403,227116,Lucknow,Uttar Pradesh,India,TRUE
2404,227125,Lucknow,Uttar Pradesh,India,TRUE
2405,227131,HAIDERGARH,Uttar Pradesh,India,TRUE
2406,227202,Lucknow,Uttar Pradesh,India,TRUE
2407,227208,Lucknow,Uttar Pradesh,India,TRUE
2408,227301,HAIDERGARH,Uttar Pradesh,India,TRUE
2409,227302,HAIDERGARH,Uttar Pradesh,India,TRUE
2410,227304,Lambhua,Uttar Pradesh,India,TRUE
2411,227305,Lucknow,Uttar Pradesh,India,TRUE
2412,227405,Sultanpur,Uttar Pradesh,India,TRUE
2413,227406,Sultanpur,Uttar Pradesh,India,TRUE
2414,227407,Sultanpur,Uttar Pradesh,India,TRUE
2415,227408,Sultanpur,Uttar Pradesh,India,TRUE
2416,227409,Sultanpur,Uttar Pradesh,India,TRUE
2417,227411,Sultanpur,Uttar Pradesh,India,TRUE
2418,227412,Sultanpur,Uttar Pradesh,India,TRUE
2419,227413,Sultanpur,Uttar Pradesh,India,TRUE
2420,227801,Sultanpur,Uttar Pradesh,India,TRUE
2421,227805,Musafirkhana,Uttar Pradesh,India,TRUE
2422,227806,Musafirkhana,Uttar Pradesh,India,TRUE
2423,227807,Musafirkhana,Uttar Pradesh,India,TRUE
2424,227808,Sultanpur,Uttar Pradesh,India,TRUE
2425,227809,Musafirkhana,Uttar Pradesh,India,TRUE
2426,227811,Musafirkhana,Uttar Pradesh,India,TRUE
2427,227812,Musafirkhana,Uttar Pradesh,India,TRUE
2428,227813,Musafirkhana,Uttar Pradesh,India,TRUE
2429,227814,Musafirkhana,Uttar Pradesh,India,TRUE
2430,227815,Musafirkhana,Uttar Pradesh,India,TRUE
2431,227816,Musafirkhana,Uttar Pradesh,India,TRUE
2432,227817,Sultanpur,Uttar Pradesh,India,TRUE
2433,228001,Lambhua,Uttar Pradesh,India,TRUE
2434,228118,Sultanpur,Uttar Pradesh,India,TRUE
2435,228119,Sultanpur,Uttar Pradesh,India,TRUE
2436,228120,Sultanpur,Uttar Pradesh,India,TRUE
2437,228121,Sultanpur,Uttar Pradesh,India,TRUE
2438,228125,Kadipur,Uttar Pradesh,India,TRUE
2439,228131,Kadipur,Uttar Pradesh,India,TRUE
2440,228132,Kadipur,Uttar Pradesh,India,TRUE
2441,228133,Kadipur,Uttar Pradesh,India,TRUE
2442,228141,Kadipur,Uttar Pradesh,India,TRUE
2443,228142,Sultanpur,Uttar Pradesh,India,TRUE
2444,228145,Kadipur,Uttar Pradesh,India,TRUE
2445,228151,Sultanpur,Uttar Pradesh,India,TRUE
2446,228155,Sultanpur,Uttar Pradesh,India,TRUE
2447,228159,Sultanpur,Uttar Pradesh,India,TRUE
2448,228161,Kadipur,Uttar Pradesh,India,TRUE
2449,228171,Kadipur,Uttar Pradesh,India,TRUE
2450,229001,Raebareli,Uttar Pradesh,India,TRUE
2451,229010,Raebareli,Uttar Pradesh,India,TRUE
2452,229103,Raebareli,Uttar Pradesh,India,TRUE
2453,229120,Raebareli,Uttar Pradesh,India,TRUE
2454,229121,Raebareli,Uttar Pradesh,India,TRUE
2455,229122,Raebareli,Uttar Pradesh,India,TRUE
2456,229123,Raebareli,Uttar Pradesh,India,TRUE
2457,229124,Raebareli,Uttar Pradesh,India,TRUE
2458,229125,Raebareli,Uttar Pradesh,India,TRUE
2459,229126,Raebareli,Uttar Pradesh,India,TRUE
2460,229127,Raebareli,Uttar Pradesh,India,TRUE
2461,229128,Raebareli,Uttar Pradesh,India,TRUE
2462,229129,Raebareli,Uttar Pradesh,India,TRUE
2463,229130,Raebareli,Uttar Pradesh,India,TRUE
2464,229135,Raebareli,Uttar Pradesh,India,TRUE
2465,229201,Raebareli,Uttar Pradesh,India,TRUE
2466,229202,Raebareli,Uttar Pradesh,India,TRUE
2467,229203,Raebareli,Uttar Pradesh,India,TRUE
2468,229204,Raebareli,Uttar Pradesh,India,TRUE
2469,229205,Raebareli,Uttar Pradesh,India,TRUE
2470,229206,Raebareli,Uttar Pradesh,India,TRUE
2471,229207,Raebareli,Uttar Pradesh,India,TRUE
2472,229208,Raebareli,Uttar Pradesh,India,TRUE
2473,229209,Raebareli,Uttar Pradesh,India,TRUE
2474,229210,Raebareli,Uttar Pradesh,India,TRUE
2475,229211,Raebareli,Uttar Pradesh,India,TRUE
2476,229212,Raebareli,Uttar Pradesh,India,TRUE
2477,229215,Raebareli,Uttar Pradesh,India,TRUE
2478,229216,Raebareli,Uttar Pradesh,India,TRUE
2479,229301,Raebareli,Uttar Pradesh,India,TRUE
2480,229302,Raebareli,Uttar Pradesh,India,TRUE
2481,229303,Raebareli,Uttar Pradesh,India,TRUE
2482,229304,Raebareli,Uttar Pradesh,India,TRUE
2483,229305,Raebareli,Uttar Pradesh,India,TRUE
2484,229306,Raebareli,Uttar Pradesh,India,TRUE
2485,229307,Raebareli,Uttar Pradesh,India,TRUE
2486,229308,Raebareli,Uttar Pradesh,India,TRUE
2487,229309,Raebareli,Uttar Pradesh,India,TRUE
2488,229310,Raebareli,Uttar Pradesh,India,TRUE
2489,229311,Raebareli,Uttar Pradesh,India,TRUE
2490,229316,Raebareli,Uttar Pradesh,India,TRUE
2491,229401,Raebareli,Uttar Pradesh,India,TRUE
2492,229402,Raebareli,Uttar Pradesh,India,TRUE
2493,229404,Raebareli,Uttar Pradesh,India,TRUE
2494,229405,Raebareli,Uttar Pradesh,India,TRUE
2495,229406,Raebareli,Uttar Pradesh,India,TRUE
2496,229408,Pratapgarh,Uttar Pradesh,India,TRUE
2497,229410,Pratapgarh,Uttar Pradesh,India,TRUE
2498,229411,Prayagraj,Uttar Pradesh,India,TRUE
2499,229412,Prayagraj,Uttar Pradesh,India,TRUE
2500,229413,Lalgopalganj,Uttar Pradesh,India,TRUE
2501,229502,Unnao,Uttar Pradesh,India,TRUE
2502,229503,Unnao,Uttar Pradesh,India,TRUE
2503,229504,BIHAR,Uttar Pradesh,India,TRUE
2504,229801,Raebareli,Uttar Pradesh,India,TRUE
2505,229802,Raebareli,Uttar Pradesh,India,TRUE
2506,229841,Unnao,Uttar Pradesh,India,TRUE
2507,229881,Unnao,Uttar Pradesh,India,TRUE
2508,230001,Pratapgarh,Uttar Pradesh,India,TRUE
2509,230002,Pratapgarh,Uttar Pradesh,India,TRUE
2510,230121,Pratapgarh,Uttar Pradesh,India,TRUE
2511,230124,Pratapgarh,Uttar Pradesh,India,TRUE
2512,230125,Pratapgarh,Uttar Pradesh,India,TRUE
2513,230126,Pratapgarh,Uttar Pradesh,India,TRUE
2514,230127,Pratapgarh,Uttar Pradesh,India,TRUE
2515,230128,Pratapgarh,Uttar Pradesh,India,TRUE
2516,230129,Pratapgarh,Uttar Pradesh,India,TRUE
2517,230130,Pratapgarh,Uttar Pradesh,India,TRUE
2518,230131,Pratapgarh,Uttar Pradesh,India,TRUE
2519,230132,Pratapgarh,Uttar Pradesh,India,TRUE
2520,230134,Pratapgarh,Uttar Pradesh,India,TRUE
2521,230135,Pratapgarh,Uttar Pradesh,India,TRUE
2522,230136,Pratapgarh,Uttar Pradesh,India,TRUE
2523,230137,Pratapgarh,Uttar Pradesh,India,TRUE
2524,230138,Pratapgarh,Uttar Pradesh,India,TRUE
2525,230139,Pratapgarh,Uttar Pradesh,India,TRUE
2526,230141,Pratapgarh,Uttar Pradesh,India,TRUE
2527,230142,Pratapgarh,Uttar Pradesh,India,TRUE
2528,230143,Pratapgarh,Uttar Pradesh,India,TRUE
2529,230144,Pratapgarh,Uttar Pradesh,India,TRUE
2530,230201,Pratapgarh,Uttar Pradesh,India,TRUE
2531,230202,Pratapgarh,Uttar Pradesh,India,TRUE
2532,230204,Pratapgarh,Uttar Pradesh,India,TRUE
2533,230301,Pratapgarh,Uttar Pradesh,India,TRUE
2534,230302,Pratapgarh,Uttar Pradesh,India,TRUE
2535,230304,Pratapgarh,Uttar Pradesh,India,TRUE
2536,230306,Pratapgarh,Uttar Pradesh,India,TRUE
2537,230401,Pratapgarh,Uttar Pradesh,India,TRUE
2538,230402,Pratapgarh,Uttar Pradesh,India,TRUE
2539,230403,Pratapgarh,Uttar Pradesh,India,TRUE
2540,230404,Pratapgarh,Uttar Pradesh,India,TRUE
2541,230405,Pratapgarh,Uttar Pradesh,India,TRUE
2542,230501,Pratapgarh,Uttar Pradesh,India,TRUE
2543,230502,Pratapgarh,Uttar Pradesh,India,TRUE
2544,230503,Pratapgarh,Uttar Pradesh,India,TRUE
2545,230532,Mumbai,Maharashtra,India,TRUE
2546,231001,Mirzapur,Uttar Pradesh,India,TRUE
2547,231205,Sonbhadra,Uttar Pradesh,India,TRUE
2548,231206,Sonbhadra,Uttar Pradesh,India,TRUE
2549,231207,Sonbhadra,Uttar Pradesh,India,TRUE
2550,231208,Sonbhadra,Uttar Pradesh,India,TRUE
2551,231209,Sonbhadra,Uttar Pradesh,India,TRUE
2552,231210,Sonbhadra,Uttar Pradesh,India,TRUE
2553,231211,Mirzapur,Uttar Pradesh,India,TRUE
2554,231212,Sonbhadra,Uttar Pradesh,India,TRUE
2555,231213,Sonbhadra,Uttar Pradesh,India,TRUE
2556,231215,Sonbhadra,Uttar Pradesh,India,TRUE
2557,231216,Sonbhadra,Uttar Pradesh,India,TRUE
2558,231217,Sonbhadra,Uttar Pradesh,India,TRUE
2559,231218,Sonbhadra,Uttar Pradesh,India,TRUE
2560,231219,Sonbhadra,Uttar Pradesh,India,TRUE
2561,231220,Sonbhadra,Uttar Pradesh,India,TRUE
2562,231221,Sonbhadra,Uttar Pradesh,India,TRUE
2563,231222,Sonbhadra,Uttar Pradesh,India,TRUE
2564,231223,Sonbhadra,Uttar Pradesh,India,TRUE
2565,231224,Sonbhadra,Uttar Pradesh,India,TRUE
2566,231225,Sonbhadra,Uttar Pradesh,India,TRUE
2567,231226,Sonbhadra,Uttar Pradesh,India,TRUE
2568,231301,Mirzapur,Uttar Pradesh,India,TRUE
2569,231302,Mirzapur,Uttar Pradesh,India,TRUE
2570,231303,Mirzapur,Uttar Pradesh,India,TRUE
2571,231304,Mirzapur,Uttar Pradesh,India,TRUE
2572,231305,Mirzapur,Uttar Pradesh,India,TRUE
2573,231306,Mirzapur,Uttar Pradesh,India,TRUE
2574,231307,Mirzapur,Uttar Pradesh,India,TRUE
2575,231309,Mirzapur,Uttar Pradesh,India,TRUE
2576,231311,Mirzapur,Uttar Pradesh,India,TRUE
2577,231312,Mirzapur,Uttar Pradesh,India,TRUE
2578,231313,Mirzapur,Uttar Pradesh,India,TRUE
2579,231314,Mirzapur,Uttar Pradesh,India,TRUE
2580,231501,Mirzapur,Uttar Pradesh,India,TRUE
2581,232101,Chandauli,Uttar Pradesh,India,TRUE
2582,232102,Chandauli,Uttar Pradesh,India,TRUE
2583,232103,Varanasi,Uttar Pradesh,India,TRUE
2584,232104,Chandauli,Uttar Pradesh,India,TRUE
2585,232105,Sakaldiha,Uttar Pradesh,India,TRUE
2586,232106,Sakaldiha,Uttar Pradesh,India,TRUE
2587,232107,Sakaldiha,Uttar Pradesh,India,TRUE
2588,232108,Sakaldiha,Uttar Pradesh,India,TRUE
2589,232109,Sakaldiha,Uttar Pradesh,India,TRUE
2590,232110,Chandauli,Uttar Pradesh,India,TRUE
2591,232111,Varanasi,Uttar Pradesh,India,TRUE
2592,232118,Varanasi,Uttar Pradesh,India,TRUE
2593,232120,Sakaldiha,Uttar Pradesh,India,TRUE
2594,232221,Sonbhadra,Uttar Pradesh,India,TRUE
2595,232325,Ghazipur,Uttar Pradesh,India,TRUE
2596,232326,Ghazipur,Uttar Pradesh,India,TRUE
2597,232327,Ghazipur,Uttar Pradesh,India,TRUE
2598,232328,Ghazipur,Uttar Pradesh,India,TRUE
2599,232329,Ghazipur,Uttar Pradesh,India,TRUE
2600,232330,Ghazipur,Uttar Pradesh,India,TRUE
2601,232331,Ghazipur,Uttar Pradesh,India,TRUE
2602,232332,Ghazipur,Uttar Pradesh,India,TRUE
2603,232333,Ghazipur,Uttar Pradesh,India,TRUE
2604,232336,Ghazipur,Uttar Pradesh,India,TRUE
2605,232339,Ghazipur,Uttar Pradesh,India,TRUE
2606,232340,Ghazipur,Uttar Pradesh,India,TRUE
2607,233001,Ghazipur,Uttar Pradesh,India,TRUE
2608,233002,Ghazipur,Uttar Pradesh,India,TRUE
2609,233221,Saidpur,Uttar Pradesh,India,TRUE
2610,233222,Mohammadabad,Uttar Pradesh,India,TRUE
2611,233223,Saidpur,Uttar Pradesh,India,TRUE
2612,233224,Ghazipur,Uttar Pradesh,India,TRUE
2613,233225,Mohammadabad,Uttar Pradesh,India,TRUE
2614,233226,Ghazipur,Uttar Pradesh,India,TRUE
2615,233227,Mohammadabad,Uttar Pradesh,India,TRUE
2616,233228,Mohammadabad,Uttar Pradesh,India,TRUE
2617,233229,Mohammadabad,Uttar Pradesh,India,TRUE
2618,233230,Mohammadabad,Uttar Pradesh,India,TRUE
2619,233231,Mohammadabad Yusufpur,Uttar Pradesh,India,TRUE
2620,233232,Ghazipur,Uttar Pradesh,India,TRUE
2621,233233,Mohammadabad,Uttar Pradesh,India,TRUE
2622,233300,Ghazipur,Uttar Pradesh,India,TRUE
2623,233301,Mohammadabad,Uttar Pradesh,India,TRUE
2624,233302,Saidpur,Uttar Pradesh,India,TRUE
2625,233303,Ghazipur,Uttar Pradesh,India,TRUE
2626,233304,Saidpur,Uttar Pradesh,India,TRUE
2627,233305,Ghazipur,Uttar Pradesh,India,TRUE
2628,233306,Saidpur,Uttar Pradesh,India,TRUE
2629,233307,Saidpur,Uttar Pradesh,India,TRUE
2630,233310,Jakhania,Uttar Pradesh,India,TRUE
2631,233311,Saidpur,Uttar Pradesh,India,TRUE
2632,241001,Hardoi,Uttar Pradesh,India,TRUE
2633,241121,Hardoi,Uttar Pradesh,India,TRUE
2634,241122,Hardoi,Uttar Pradesh,India,TRUE
2635,241123,Hardoi,Uttar Pradesh,India,TRUE
2636,241124,Hardoi,Uttar Pradesh,India,TRUE
2637,241125,Hardoi,Uttar Pradesh,India,TRUE
2638,241126,Hardoi,Uttar Pradesh,India,TRUE
2639,241127,Hardoi,Uttar Pradesh,India,TRUE
2640,241201,Hardoi,Uttar Pradesh,India,TRUE
2641,241202,Hardoi,Uttar Pradesh,India,TRUE
2642,241203,Hardoi,Uttar Pradesh,India,TRUE
2643,241204,Hardoi,Uttar Pradesh,India,TRUE
2644,241301,Hardoi,Uttar Pradesh,India,TRUE
2645,241302,Hardoi,Uttar Pradesh,India,TRUE
2646,241303,Hardoi,Uttar Pradesh,India,TRUE
2647,241304,Hardoi,Uttar Pradesh,India,TRUE
2648,241305,Hardoi,Uttar Pradesh,India,TRUE
2649,241401,Hardoi,Uttar Pradesh,India,TRUE
2650,241402,Hardoi,Uttar Pradesh,India,TRUE
2651,241403,Hardoi,Uttar Pradesh,India,TRUE
2652,241404,Hardoi,Uttar Pradesh,India,TRUE
2653,241405,Hardoi,Uttar Pradesh,India,TRUE
2654,241406,Hardoi,Uttar Pradesh,India,TRUE
2655,241407,Hardoi,Uttar Pradesh,India,TRUE
2656,241501,Unnao,Uttar Pradesh,India,TRUE
2657,241502,Unnao,Uttar Pradesh,India,TRUE
2658,241503,Unnao,Uttar Pradesh,India,TRUE
2659,241504,Safipur,Uttar Pradesh,India,TRUE
2660,242001,Shahjahanpur,Uttar Pradesh,India,TRUE
2661,242021,Gunnaur,Uttar Pradesh,India,TRUE
2662,242042,Shahjahanpur,Uttar Pradesh,India,TRUE
2663,242123,Shahjahanpur,Uttar Pradesh,India,TRUE
2664,242127,Shahjahanpur,Uttar Pradesh,India,TRUE
2665,242202,Bareilly,Uttar Pradesh,India,TRUE
2666,242220,Shahjahanpur,Uttar Pradesh,India,TRUE
2667,242221,Shahjahanpur,Uttar Pradesh,India,TRUE
2668,242222,Prayagraj,Uttar Pradesh,India,TRUE
2669,242223,Shahjahanpur,Uttar Pradesh,India,TRUE
2670,242226,Shahjahanpur,Uttar Pradesh,India,TRUE
2671,242301,Shahjahanpur,Uttar Pradesh,India,TRUE
2672,242303,Shahjahanpur,Uttar Pradesh,India,TRUE
2673,242305,Shahjahanpur,Uttar Pradesh,India,TRUE
2674,242306,Shahjahanpur,Uttar Pradesh,India,TRUE
2675,242307,Shahjahanpur,Uttar Pradesh,India,TRUE
2676,242401,Shahjahanpur,Uttar Pradesh,India,TRUE
2677,242405,Shahjahanpur,Uttar Pradesh,India,TRUE
2678,242406,Shahjahanpur,Uttar Pradesh,India,TRUE
2679,242407,Shahjahanpur,Uttar Pradesh,India,TRUE
2680,243001,Bareilly,Uttar Pradesh,India,TRUE
2681,243002,Bareilly,Uttar Pradesh,India,TRUE
2682,243003,Bareilly,Uttar Pradesh,India,TRUE
2683,243004,Bareilly,Uttar Pradesh,India,TRUE
2684,243005,Bareilly,Uttar Pradesh,India,TRUE
2685,243006,Bareilly,Uttar Pradesh,India,TRUE
2686,243122,Bareilly,Uttar Pradesh,India,TRUE
2687,243123,Bareilly,Uttar Pradesh,India,TRUE
2688,243126,Bareilly,Uttar Pradesh,India,TRUE
2689,243201,Baheri,Uttar Pradesh,India,TRUE
2690,243202,Bareilly,Uttar Pradesh,India,TRUE
2691,243203,Baheri,Uttar Pradesh,India,TRUE
2692,243301,Aonla,Uttar Pradesh,India,TRUE
2693,243302,Aonla,Uttar Pradesh,India,TRUE
2694,243303,Aonla,Uttar Pradesh,India,TRUE
2695,243401,Aonla,Uttar Pradesh,India,TRUE
2696,243402,Aonla,Uttar Pradesh,India,TRUE
2697,243403,Aonla,Uttar Pradesh,India,TRUE
2698,243407,Bareilly,Uttar Pradesh,India,TRUE
2699,243501,Bareilly,Uttar Pradesh,India,TRUE
2700,243502,Bareilly,Uttar Pradesh,India,TRUE
2701,243503,Faridpur,Uttar Pradesh,India,TRUE
2702,243504,Mirganj,Uttar Pradesh,India,TRUE
2703,243505,Bareilly,Uttar Pradesh,India,TRUE
2704,243506,Faridpur,Uttar Pradesh,India,TRUE
2705,243601,Budaun,Uttar Pradesh,India,TRUE
2706,243630,Budaun,Uttar Pradesh,India,TRUE
2707,243631,Budaun,Uttar Pradesh,India,TRUE
2708,243632,Budaun,Uttar Pradesh,India,TRUE
2709,243633,Bilsi,Uttar Pradesh,India,TRUE
2710,243634,Budaun,Uttar Pradesh,India,TRUE
2711,243635,Budaun,Uttar Pradesh,India,TRUE
2712,243636,Budaun,Uttar Pradesh,India,TRUE
2713,243637,Dataganj,Uttar Pradesh,India,TRUE
2714,243638,Budaun,Uttar Pradesh,India,TRUE
2715,243639,Budaun,Uttar Pradesh,India,TRUE
2716,243641,Bisauli,Uttar Pradesh,India,TRUE
2717,243701,Rampur,Uttar Pradesh,India,TRUE
2718,243720,Budaun,Uttar Pradesh,India,TRUE
2719,243722,Budaun,Uttar Pradesh,India,TRUE
2720,243723,Budaun,Uttar Pradesh,India,TRUE
2721,243724,Budaun,Uttar Pradesh,India,TRUE
2722,243725,Budaun,Uttar Pradesh,India,TRUE
2723,243726,Budaun,Uttar Pradesh,India,TRUE
2724,243727,Budaun,Uttar Pradesh,India,TRUE
2725,243751,Budaun,Uttar Pradesh,India,TRUE
2726,244001,Moradabad,Uttar Pradesh,India,TRUE
2727,244102,Moradabad,Uttar Pradesh,India,TRUE
2728,244103,Moradabad,Uttar Pradesh,India,TRUE
2729,244104,Moradabad,Uttar Pradesh,India,TRUE
2730,244105,Moradabad,Uttar Pradesh,India,TRUE
2731,244221,Amroha(Jyotiba Phule Nagar),Uttar Pradesh,India,TRUE
2732,244222,Amroha(Jyotiba Phule Nagar),Uttar Pradesh,India,TRUE
2733,244223,Amroha(Jyotiba Phule Nagar),Uttar Pradesh,India,TRUE
2734,244225,Amroha(Jyotiba Phule Nagar),Uttar Pradesh,India,TRUE
2735,244231,Amroha(Jyotiba Phule Nagar),Uttar Pradesh,India,TRUE
2736,244235,Moradabad,Uttar Pradesh,India,TRUE
2737,244236,Amroha(Jyotiba Phule Nagar),Uttar Pradesh,India,TRUE
2738,244241,Amroha(Jyotiba Phule Nagar),Uttar Pradesh,India,TRUE
2739,244242,Amroha(Jyotiba Phule Nagar),Uttar Pradesh,India,TRUE
2740,244245,Amroha(Jyotiba Phule Nagar),Uttar Pradesh,India,TRUE
2741,244251,Amroha(Jyotiba Phule Nagar),Uttar Pradesh,India,TRUE
2742,244255,Amroha(Jyotiba Phule Nagar),Uttar Pradesh,India,TRUE
2743,244301,Moradabad,Uttar Pradesh,India,TRUE
2744,244302,Moradabad,Uttar Pradesh,India,TRUE
2745,244303,Moradabad,Uttar Pradesh,India,TRUE
2746,244304,Moradabad,Uttar Pradesh,India,TRUE
2747,244401,Moradabad,Uttar Pradesh,India,TRUE
2748,244402,Moradabad,Uttar Pradesh,India,TRUE
2749,244410,Moradabad,Uttar Pradesh,India,TRUE
2750,244411,Moradabad,Uttar Pradesh,India,TRUE
2751,244412,Moradabad,Uttar Pradesh,India,TRUE
2752,244413,Moradabad,Uttar Pradesh,India,TRUE
2753,244414,Moradabad,Uttar Pradesh,India,TRUE
2754,244415,Moradabad,Uttar Pradesh,India,TRUE
2755,244501,Moradabad,Uttar Pradesh,India,TRUE
2756,244504,Moradabad,Uttar Pradesh,India,TRUE
2757,244601,Moradabad,Uttar Pradesh,India,TRUE
2758,244602,Moradabad,Uttar Pradesh,India,TRUE
2759,244701,Rampur,Uttar Pradesh,India,TRUE
2760,244712,Jaspur,Uttarakhand,India,TRUE
2761,244713,Kashipur,Uttarakhand,India,TRUE
2762,244714,Kashipur,Uttarakhand,India,TRUE
2763,244715,Udham Singh Nagar,Uttarakhand,India,TRUE
2764,244716,Udham Singh Nagar,Uttarakhand,India,TRUE
2765,244717,Jaspur,Uttarakhand,India,TRUE
2766,244901,Rampur,Uttar Pradesh,India,TRUE
2767,244921,Rampur,Uttar Pradesh,India,TRUE
2768,244922,Rampur,Uttar Pradesh,India,TRUE
2769,244923,Rampur,Uttar Pradesh,India,TRUE
2770,244924,Rampur,Uttar Pradesh,India,TRUE
2771,244925,Rampur,Uttar Pradesh,India,TRUE
2772,244926,Rampur,Uttar Pradesh,India,TRUE
2773,244927,Rampur,Uttar Pradesh,India,TRUE
2774,244928,Rampur,Uttar Pradesh,India,TRUE
2775,245101,Hapur,Uttar Pradesh,India,TRUE
2776,245201,Hapur,Uttar Pradesh,India,TRUE
2777,245205,Hapur,Uttar Pradesh,India,TRUE
2778,245206,Meerut,Uttar Pradesh,India,TRUE
2779,245207,Hapur,Uttar Pradesh,India,TRUE
2780,245208,Garh Mukteshwar,Uttar Pradesh,India,TRUE
2781,245301,Dhaulana,Uttar Pradesh,India,TRUE
2782,245304,Ghaziabad,Uttar Pradesh,India,TRUE
2783,245401,Bulandshahr,Uttar Pradesh,India,TRUE
2784,245402,Bulandshahr,Uttar Pradesh,India,TRUE
2785,245403,Siyana,Uttar Pradesh,India,TRUE
2786,245405,Siyana,Uttar Pradesh,India,TRUE
2787,245407,Siyana,Uttar Pradesh,India,TRUE
2788,245408,Bulandshahr,Uttar Pradesh,India,TRUE
2789,245411,Siyana,Uttar Pradesh,India,TRUE
2790,245412,Siyana,Uttar Pradesh,India,TRUE
2791,246001,Pauri Garhwal,Uttarakhand,India,TRUE
2792,246113,Pauri Garhwal,Uttarakhand,India,TRUE
2793,246121,Pauri Garhwal,Uttarakhand,India,TRUE
2794,246123,Pauri Garhwal,Uttarakhand,India,TRUE
2795,246124,Pauri Garhwal,Uttarakhand,India,TRUE
2796,246125,Pauri Garhwal,Uttarakhand,India,TRUE
2797,246127,Pauri Garhwal,Uttarakhand,India,TRUE
2798,246128,Pauri Garhwal,Uttarakhand,India,TRUE
2799,246129,Pauri Garhwal,Uttarakhand,India,TRUE
2800,246130,Pauri Garhwal,Uttarakhand,India,TRUE
2801,246131,Pauri Garhwal,Uttarakhand,India,TRUE
2802,246141,Jakholi,Uttarakhand,India,TRUE
2803,246142,Pauri Garhwal,Uttarakhand,India,TRUE
2804,246144,Pauri Garhwal,Uttarakhand,India,TRUE
2805,246146,Pauri Garhwal,Uttarakhand,India,TRUE
2806,246147,Pauri Garhwal,Uttarakhand,India,TRUE
2807,246148,Pauri Garhwal,Uttarakhand,India,TRUE
2808,246149,Pauri Garhwal,Uttarakhand,India,TRUE
2809,246155,Pauri Garhwal,Uttarakhand,India,TRUE
2810,246159,Pauri Garhwal,Uttarakhand,India,TRUE
2811,246161,Pauri Garhwal,Uttarakhand,India,TRUE
2812,246162,Pauri Garhwal,Uttarakhand,India,TRUE
2813,246163,Pauri Garhwal,Uttarakhand,India,TRUE
2814,246164,Pauri Garhwal,Uttarakhand,India,TRUE
2815,246165,Pauri Garhwal,Uttarakhand,India,TRUE
2816,246166,Pauri Garhwal,Uttarakhand,India,TRUE
2817,246167,Pauri Garhwal,Uttarakhand,India,TRUE
2818,246169,Pauri Garhwal,Uttarakhand,India,TRUE
2819,246171,Jakholi,Uttarakhand,India,TRUE
2820,246172,Pauri Garhwal,Uttarakhand,India,TRUE
2821,246173,Pauri Garhwal,Uttarakhand,India,TRUE
2822,246174,Pauri Garhwal,Uttarakhand,India,TRUE
2823,246175,Pauri Garhwal,Uttarakhand,India,TRUE
2824,246176,Pauri Garhwal,Uttarakhand,India,TRUE
2825,246177,Pauri Garhwal,Uttarakhand,India,TRUE
2826,246179,Pauri Garhwal,Uttarakhand,India,TRUE
2827,246193,Pauri Garhwal,Uttarakhand,India,TRUE
2828,246194,Pauri Garhwal,Uttarakhand,India,TRUE
2829,246275,Pauri Garhwal,Uttarakhand,India,TRUE
2830,246276,Pauri Garhwal,Uttarakhand,India,TRUE
2831,246277,Pauri Garhwal,Uttarakhand,India,TRUE
2832,246278,Pauri Garhwal,Uttarakhand,India,TRUE
2833,246279,Pauri Garhwal,Uttarakhand,India,TRUE
2834,246285,Pauri Garhwal,Uttarakhand,India,TRUE
2835,246401,Chamoli,Uttarakhand,India,TRUE
2836,246419,Jakholi,Uttarakhand,India,TRUE
2837,246421,Jakholi,Uttarakhand,India,TRUE
2838,246422,Joshimath,Uttarakhand,India,TRUE
2839,246424,Chamoli,Uttarakhand,India,TRUE
2840,246425,Jakholi,Uttarakhand,India,TRUE
2841,246426,Chamoli,Uttarakhand,India,TRUE
2842,246427,Tharali,Uttarakhand,India,TRUE
2843,246428,Gairsain,Uttarakhand,India,TRUE
2844,246429,Karnaprayag,Uttarakhand,India,TRUE
2845,246431,Gairsain,Uttarakhand,India,TRUE
2846,246435,Ghat,Uttarakhand,India,TRUE
2847,246439,OKHIMATH,Uttarakhand,India,TRUE
2848,246440,Gairsain,Uttarakhand,India,TRUE
2849,246441,Tharali,Uttarakhand,India,TRUE
2850,246442,Rudraprayag,Uttarakhand,India,TRUE
2851,246443,Joshimath,Uttarakhand,India,TRUE
2852,246444,Karnaprayag,Uttarakhand,India,TRUE
2853,246445,OKHIMATH,Uttarakhand,India,TRUE
2854,246446,Karnaprayag,Uttarakhand,India,TRUE
2855,246448,Rudraprayag,Uttarakhand,India,TRUE
2856,246449,Chamoli,Uttarakhand,India,TRUE
2857,246453,Tharali,Uttarakhand,India,TRUE
2858,246455,Tharali,Uttarakhand,India,TRUE
2859,246469,OKHIMATH,Uttarakhand,India,TRUE
2860,246471,OKHIMATH,Uttarakhand,India,TRUE
2861,246472,Chamoli,Uttarakhand,India,TRUE
2862,246473,Pokhari,Uttarakhand,India,TRUE
2863,246474,Karnaprayag,Uttarakhand,India,TRUE
2864,246475,Jakholi,Uttarakhand,India,TRUE
2865,246481,Tharali,Uttarakhand,India,TRUE
2866,246482,Tharali,Uttarakhand,India,TRUE
2867,246483,Joshimath,Uttarakhand,India,TRUE
2868,246486,Gairsain,Uttarakhand,India,TRUE
